X,Y,NO2,NOx,PM10,PM2.5
503852.5311,158480.5366,27.89461338,91.27944393,23.91117259,10.10404666
546050.445,159102.3983,55.51577847,55.44485869,20.61993343,11.85739132
522588.1661,178781.8657,27.94238243,93.7633246,21.9537152,16.65328471
522814.135,176187.0732,51.8934732,61.55165097,19.27506328,17.62315792
525879.0969,183731.0387,72.83038606,56.71121984,28.45918907,13.32350375
548902.6894,165307.5261,48.10501873,87.81619416,12.44985028,15.55495268
519250.2138,165171.2731,54.20816462,49.76599655,19.37825821,13.42199798
545482.1727,188709.9305,52.81635988,76.15985809,27.90074495,14.82330626
556372.6904,168129.434,33.31482007,91.84380722,20.4765032,11.96080138
539652.0918,187728.1281,43.48228672,122.7427612,21.0580613,9.591582586
525900.8649,183831.8143,28.52277219,90.95835621,27.46962189,19.40037096
544867.3834,158749.7219,55.47913769,38.25078481,24.4879597,19.19866067
527473.8422,187000.8338,26.97847653,42.15530552,26.77517951,12.11148088
524865.6363,194578.1919,48.41186192,118.1586212,28.87994386,13.5853668
531516.9898,191749.0816,53.5806162,59.14364817,13.03475333,12.68632187
519063.3401,155398.784,34.10029148,37.08836482,18.94579664,12.21337953
506255.013,179287.1258,31.34805315,49.88076838,16.74233669,12.3858427
524891.1203,196100.1745,37.96368468,94.85326025,23.6189372,16.69555166
507431.4129,181942.6553,29.29082094,77.82099376,27.9056218,7.728049197
524626.4884,168064.6732,41.87677113,91.18336377,6.65870187,9.559786667
533416.0233,163754.5089,28.99635829,74.17485794,12.15899897,15.73711628
555842.6709,185822.6388,29.86532835,47.4286628,9.213798897,12.74764839
502173.3399,189706.4271,46.56283477,30.31875652,16.4565786,17.1844413
537287.5044,196066.3144,47.41069803,54.13531836,21.80142621,12.44300218
527464.1112,195757.2463,36.47782807,78.04419247,31.23663879,13.58347877
501215.6677,170267.6075,20.24291478,45.41120934,13.65741502,11.33817606
514972.8906,182174.4619,54.05032748,99.5725517,35.85267059,17.57199682
507109.1151,159568.3634,34.61918361,49.99828985,24.62409249,15.64574221
513007.6487,159250.8148,64.74778022,33.70074189,24.84323776,7.651132834
516474.2146,158216.0855,38.41123754,75.0165435,25.754576,14.65415834
524078.3801,196721.4911,41.62932865,94.01805987,12.97718739,16.30912406
531742.3636,161859.4592,34.81898283,112.3140141,17.90639866,12.03019855
500059.3996,176704.6789,42.92091003,34.70506889,15.31249008,14.95509471
509712.1616,174488.2564,81.71880826,110.5922469,25.30725928,17.37598275
505613.9831,169614.6999,35.81237211,79.63333219,15.98724203,11.77769142
532980.404,179197.8794,55.31594222,59.47489176,20.1261829,13.54754564
519744.4922,155125.5901,41.08760461,92.02031808,17.40804199,10.26422851
532903.8642,172106.7202,54.08551974,108.8846238,29.97357146,14.32462643
513309.3981,176570.4827,16.8173579,33.02328405,17.74530875,8.41449538
501453.7612,191148.6974,63.33865687,64.22670256,14.79288355,14.8575511
556482.0141,186543.3543,44.09230535,61.38312351,24.28211093,18.34336611
506498.4873,193239.2812,36.78693714,90.64970283,21.01847667,8.671237312
507611.5249,171933.4206,50.83971878,111.5007357,29.81677778,17.55540388
508792.8096,161340.7488,41.72692123,76.83500017,23.23812927,12.14657706
558876.5914,173047.5409,26.22548429,67.69528515,23.03777636,9.71845934
537059.6144,198337.6835,10.92064269,86.13402067,26.66820901,11.45402431
536617.3971,164644.7417,61.91270468,69.138076,24.15892963,12.42706944
559201.8921,162863.9913,37.32580451,20.76124365,26.15184941,10.72752255
505306.3262,197495.1774,32.64484846,87.92568749,25.64897422,16.86650088
558470.0536,197746.5388,33.57740016,99.64189542,19.43254728,11.21334426
512240.7888,161715.6584,57.57363447,101.842413,14.19489171,13.58066883
537384.2902,189625.3788,34.11866264,46.10013925,20.33872031,20.78756858
525205.0139,174338.4127,47.7323873,90.17895323,9.362260309,11.62516734
523037.1088,177149.7072,35.98443861,113.3191865,16.97907172,10.36536105
555874.5997,177440.9666,24.94228819,138.2654275,19.0323172,10.79104159
508953.6637,198576.7203,50.8154188,86.97330828,29.18980867,16.76867935
559824.1407,163309.7501,53.23605459,99.59652389,20.49439069,11.9226377
522747.5037,189787.8681,31.84817543,50.18438319,31.92779975,13.34190349
538926.4942,155255.3349,39.5469152,46.9150114,24.23345431,9.484473172
558074.4039,183287.4548,41.16410544,99.68329178,11.62690087,11.08966655
503456.063,184370.509,45.34149731,24.10287932,28.2903327,16.12735522
555371.8618,188916.7794,63.65548687,78.88371563,27.66693161,6.427415805
534068.6831,196668.3063,36.11355646,110.764973,11.34572099,5.150334765
542263.8127,188922.5798,36.03946852,92.8146572,25.76647388,10.24748211
508951.051,187946.4794,37.89621874,92.65173352,30.0784737,10.64245456
532003.2458,166420.4382,28.69342356,73.76322707,8.555070855,11.15928812
540410.8229,199677.7869,19.33405995,64.75282955,14.95050395,11.26687231
527374.8384,176078.3965,41.60515725,128.8693831,27.11872892,12.27433041
509299.1107,173785.2546,46.32732214,105.8411039,20.3602497,10.57263343
514647.1445,177584.4908,40.02942949,96.1564234,30.32451378,17.66221224
551263.5675,172732.5405,39.24752284,75.69614252,27.14314723,15.51344838
502068.2596,181713.6907,29.21524017,60.39701587,26.47130717,11.74167022
542531.7247,170733.1065,43.0288293,101.990882,28.5045938,15.8596011
559963.4022,165797.5182,42.03831026,67.32792159,16.58623872,2
500448.9798,196759.7706,45.69870207,76.9676491,19.64186743,13.56457881
509662.741,196752.2816,43.88411198,90.39231307,33.17817809,15.64970718
540448.6581,177331.0436,44.72579596,80.23666529,19.39980522,9.955941826
503599.4501,198296.6305,55.8253759,113.7498639,28.067744,14.34084756
535387.399,173707.2722,46.86636443,42.00110421,20.31515278,9.683360905
541040.0062,172432.0491,45.7673169,76.68341431,16.90532999,13.55538695
535288.7809,196260.7761,19.0898632,128.4516084,15.58040215,6.986637096
521911.0822,183481.2651,52.64196252,97.42633513,24.82156438,15.82410964
541836.9378,189313.2816,36.42573885,70.07389642,29.32860126,12.22594836
535657.6657,173573.4724,40.95053273,94.97051974,24.44040281,13.14173297
512458.2303,173315.0749,24.72518163,73.80654969,23.03168114,11.92554821
533788.1326,158748.6667,65.0784823,111.6592878,14.61613388,16.55117061
552914.433,198503.4748,10.30941146,95.53132641,21.51322923,13.22112838
540009.9971,165258.1535,57.85734941,53.33708335,22.59060249,15.98438603
528307.4904,177242.0179,45.1019268,80.95904264,16.22895654,10.03867118
519295.0462,160157.4622,17.1364745,85.46564182,24.1136955,14.47445381
505153.1726,184112.9126,64.43676853,86.70271284,17.37571508,18.50507625
514677.628,172589.3953,46.16518584,82.96873565,19.15520211,18.67727087
500671.2052,189544.7843,11.70020237,89.11861841,26.15275707,2
559197.5551,178777.0395,34.93052027,85.47563441,31.10684855,12.85989108
513348.9351,160826.5692,46.41417709,56.97030478,30.58412362,6.301848052
548892.5566,155483.3229,60.55885417,63.58812798,20.66796215,10.65405965
510118.6929,164560.1907,35.08902223,68.64584408,24.81360068,10.01358633
517016.069,187595.5923,8.237070207,77.38826567,25.33281926,14.61872712
525096.6392,192283.1357,57.50824742,68.72748502,25.29753411,11.64836891
519464.3398,170360.0766,45.9784259,102.5720077,22.295267,9.240864498
547901.0488,179116.6282,13.20935288,50.99679552,29.3112692,14.32273405
557461.6045,165800.5981,44.11235374,31.63428002,17.85915986,8.048593084
552517.669,194619.9458,45.3827977,124.1711047,14.69311614,9.107010004
509214.672,198434.3216,36.10340424,54.56242366,23.664854,10.66868322
546601.3206,188882.3011,30.07260688,102.5094357,19.67439035,11.39226565
508876.8148,158999.9024,32.68322408,90.21474203,33.04613367,12.90298653
554802.8664,174670.3361,36.09575444,55.44343989,18.75304182,12.95158909
531072.7145,199572.7557,44.25664499,71.67573172,27.74990485,9.705980724
520182.8653,165322.3173,49.46031914,67.95114868,24.38826989,13.14165769
509421.5298,185171.2252,14.22602221,83.90949818,13.15332144,12.50526437
500708.5453,197235.3567,43.07166183,55.81431764,25.11081373,12.20210956
514876.8195,189794.1525,45.85535776,70.5870923,17.6403631,6.021587569
554841.2038,182398.707,42.02969657,74.06870109,35.96744039,13.95757659
547835.7315,177801.7322,35.14173136,102.5455203,16.81655949,14.46647369
558187.6225,196796.6463,57.03772468,64.72217077,16.01745865,15.1118721
506045.6913,172763.0015,56.13283115,50.60867796,8.460256956,12.68541194
535530.7246,195557.105,35.6054488,61.38214367,16.95939949,16.3459141
515429.0284,174397.3818,39.00306413,84.17573261,25.91288581,14.00428512
532576.5023,189044.5261,49.26208293,30.71026391,15.36615523,10.41042803
519227.2931,196207.1255,55.39153594,104.9328792,24.64443387,11.81280771
517007.933,179778.9309,30.21371788,75.49128745,23.10400125,9.769398327
534430.7181,168944.5932,27.44561081,85.83040185,15.70227685,8.10061087
510999.0897,157294.4024,43.28994241,80.47960885,20.84203729,14.85072512
528148.0062,191416.6984,26.51704824,58.31595477,15.90674118,11.02755782
539048.7359,182990.4464,16.66003008,47.94502862,26.70971482,14.81172745
507690.9244,166837.0542,30.15548872,57.48802956,10.62457444,19.50412167
555835.6563,194483.5244,45.00596341,37.34926239,25.97889189,16.22353783
530343.482,196413.6244,58.64332364,83.70632445,17.22460342,8.192627252
549171.6783,194922.4736,31.49482404,70.93116858,22.25538499,9.786038422
539234.3258,182068.3054,38.50880266,36.64194341,24.35113965,14.32868633
542600.0565,198946.1723,41.86654065,59.58735271,22.40270894,13.71676479
542967.8565,194366.2534,32.21680754,91.3033906,33.92654427,17.34534737
552505.9938,159691.7182,31.27403367,107.3255705,19.04949748,10.5801537
536816.3261,199149.7689,44.01981941,42.90290756,13.34448146,6.989118738
516693.0291,179696.2868,25.63082067,129.0347203,34.59303274,8.329883159
505970.5786,196401.6157,30.7910351,51.01466661,23.7845199,16.79820987
536375.0372,189215.3646,37.56894544,32.38092726,22.48136218,12.68363493
503981.1682,184140.5004,43.86953394,118.9364126,35.01722869,15.37838655
514477.6071,169700.2572,21.81704107,48.97909842,13.72897734,10.69537965
503642.4311,156216.3511,38.43019775,113.0958207,21.08656171,9.120765608
532933.2553,167453.1314,24.50973121,58.37759817,15.07968012,14.67649698
509620.2875,185861.9145,31.78959043,67.6723863,20.94307662,6.734202565
536624.4392,193840.1708,49.46351993,42.37217,13.01457933,14.0025972
547451.9079,155105.5969,39.11385379,106.9359707,22.15180753,18.53732141
549312.8432,164358.8198,60.02884093,103.5018197,21.71955982,3.006700703
518572.6105,185288.0472,39.13362973,58.48776071,21.41492544,8.289797076
532937.272,167763.5797,51.61615387,73.12783755,8.012791886,11.9538654
533780.6456,161376.6284,49.5372965,91.55231989,26.23831038,10.1752765
528373.2309,158687.1244,39.84135666,63.2146489,20.25227946,11.53588354
539306.8335,183704.5549,24.21216815,109.1055276,37.41016335,20.88585714
512605.2274,181768.6918,38.73848538,72.35371315,18.82540257,9.427458042
558754.5944,193637.6107,33.6067518,62.01299739,17.83701724,11.18907484
505884.7896,169167.695,33.14297264,35.42912341,22.62555833,8.084084864
549753.2685,161152.3378,41.86985188,42.65718164,14.25785295,6.410664647
535645.7592,190961.979,22.60514876,89.71373433,29.01842462,13.78155152
514691.2848,199468.3666,29.51387183,80.88619567,16.06581492,5.537543036
544740.5,171217.5293,27.85522559,95.39274881,16.71401269,6.80879965
505068.8537,193940.7326,36.94930513,60.92879436,26.73671405,12.18248999
546465.0701,189314.5462,30.78206418,33.9674002,23.27107618,14.35064386
535399.1133,196021.3383,31.57085478,62.5921907,23.15637218,8.531582441
506645.0191,174096.7614,41.62556097,125.9481064,13.84149886,9.042952715
504770.3338,159558.5677,34.65178153,50.87939228,27.82788361,5.464428531
545050.18,160326.0293,40.05767544,74.08930166,15.8123607,14.03850632
517576.1544,189343.9289,26.61162262,14.66077042,11.64972885,12.14132661
553358.111,193849.9328,30.05893257,62.00314814,24.218067,12.04051522
545724.3813,175565.7533,64.48994136,64.65161734,20.71071955,6.753977832
541891.4147,157680.69,31.63114299,83.29616022,20.56490944,15.24686972
516716.3632,158001.7718,14.72285909,67.05132084,26.01485467,9.998422421
542536.6711,181937.0158,44.10553855,37.03541744,20.08176667,15.55795415
556888.8611,196338.0958,31.50437194,58.40230851,11.50477316,9.376372635
505493.5901,172981.2581,42.9261628,69.90068571,19.96176332,13.30499234
519569.7585,184277.8917,38.92558009,50.09581234,23.72718054,8.980930558
514080.3359,179390.3496,46.59851488,53.7284153,23.06946791,15.847383
523595.0081,195039.103,38.80452631,100.1295603,20.92547635,7.1618605
544539.9593,192457.4425,37.28137284,59.37805153,36.46627344,13.2051334
528454.5549,163970.6852,53.77504513,85.99887714,31.95793916,7.116937391
534243.8364,185489.4394,13.38229394,70.57599414,14.7951973,10.2897702
518849.2933,193137.6434,24.09414738,44.2508851,13.78358911,14.55709461
508477.356,196861.2222,30.09886093,66.67587065,29.95616347,7.435456284
516016.0189,181546.7213,19.6858731,82.27464441,28.39225817,13.87537525
551580.8181,162916.0056,34.24735807,118.4195363,30.87718694,15.02184252
536145.0177,180120.4438,33.06304201,55.69390015,19.33502259,3.994279402
522679.3204,184961.8555,51.69640206,72.86881971,21.03784621,13.90261449
547394.3589,167262.0078,38.94073601,97.72706894,11.33032734,16.50280558
503867.4459,198785.0667,37.44386447,106.5130947,22.86357221,9.006828856
515233.4653,165319.6813,35.44193768,58.7771634,18.16761794,8.562129597
513806.1892,196010.8635,27.37604976,71.10518167,17.31613688,5.496150059
559121.8737,174133.1341,50.68952674,102.8173988,27.54245817,8.154016999
542365.9149,155024.9374,54.52092368,87.78627717,21.06447149,16.07558224
537067.1562,179448.0083,25.45400799,100.8361035,26.94883813,10.33003808
500299.0979,183272.864,59.44067024,104.2855743,21.35251794,13.99957379
511058.6001,194121.3509,31.94820902,88.84305863,25.28900051,9.501961421
538132.4776,179325.3457,30.96980057,78.58866777,14.12489832,11.551662
522783.1596,159235.8222,45.67352406,58.22562952,16.07809129,16.98369277
555456.823,196706.6102,46.74452968,68.8946623,24.72015871,17.38686936
545883.4531,180440.9656,39.1448305,70.55347616,32.15487069,12.61159994
526843.0444,167218.9036,35.84458308,104.9748937,24.79795967,11.16878863
544970.8987,195448.6377,54.0682346,79.40855103,22.09255355,8.838334777
558524.2594,160441.1063,32.52040873,79.64525832,31.0138204,15.20837427
527658.8495,159386.7278,39.17477123,50.14910427,20.69150632,11.52113042
538551.5533,179075.4092,60.32544964,105.1120442,17.22063398,17.18105564
555119.8769,183119.7903,23.9550008,55.81666449,22.04130648,5.269924182
514920.4797,177993.1625,34.49620568,67.88190928,24.23656383,10.27255444
553193.4748,196804.6421,52.30162314,107.7351808,14.40256123,11.4112903
505852.6824,166826.9376,46.3360005,97.16520945,22.77453873,14.04755838
538906.8902,199560.5784,50.72821108,53.75556021,11.65429279,6.828866758
546970.2893,155870.7201,24.12538825,48.02939196,20.19696124,11.45587926
536876.3732,160334.0298,43.85338022,69.9067433,21.06027278,15.89643383
529732.0882,163355.4338,36.57751971,60.58976504,21.80657623,13.2590289
537040.826,158580.9077,67.26900364,38.31476626,10.25193252,13.33815484
509099.8225,174719.804,49.71253367,56.16764543,22.60302745,8.747718307
512934.2426,193941.7479,39.73217666,10,27.24352933,11.13053997
516193.9606,191934.1697,43.43078196,97.59937233,30.44839708,7.901309409
535866.7604,188514.0585,40.65145305,96.02592795,30.71763954,16.05137548
526514.0644,155333.4231,48.38818009,110.2422881,22.15229559,13.69211404
514668.5505,193956.7712,29.72439311,83.83098715,36.87128372,12.51209734
552968.5599,172842.4591,56.38260808,63.79248499,17.43951328,12.71147851
522435.3104,187923.699,24.10327251,100.5850765,17.62976685,16.85660692
526761.9032,187711.3408,42.46052591,57.46344792,22.10852219,20.07116738
524582.0646,162988.4462,30.1086424,41.83686739,26.96311065,12.32821987
510916.5773,178192.7681,40.51392951,71.31932262,25.85963355,12.33102607
543897.6209,196678.1432,51.85622493,85.27620811,7.790071888,13.58911833
526907.4957,166837.1884,19.45185495,54.70098992,16.2143584,17.81198116
500975.4266,187176.2532,37.96626025,48.81232008,26.6031266,15.10356071
557840.8221,198112.2968,22.72291607,64.57891003,16.66817422,13.59738513
548945.8167,171228.4029,36.64741016,85.2977139,21.22758888,15.09173256
543413.5612,172443.5153,22.69128185,71.36426647,24.15461942,13.66973742
552145.5122,175365.3129,41.94142862,140.9124307,24.90191536,6.4177633
554408.4352,191406.7659,34.8859612,71.59825156,27.16408398,16.28177739
520249.3824,174767.8125,48.96547045,93.76613241,29.62671808,8.817708
536657.5207,176881.068,54.74269733,38.7812205,25.79542713,11.65792586
536528.4686,165004.287,40.1277773,89.67232115,14.63524472,8.904729974
516037.9801,199475.5279,50.72385983,63.44125286,25.51862926,10.95111639
513317.1351,195155.9369,56.58950372,74.76949443,28.4905011,12.95899365
506834.4353,182011.4441,28.93476325,117.1701007,24.72095432,17.43514743
539558.8518,198225.2032,57.21982679,65.69338367,29.73836782,10.31497847
546855.1395,185914.8995,39.55673052,42.29960306,23.42530926,17.85336429
545657.1788,198159.7535,28.25947987,46.19743258,21.23804216,5.594606006
518976.5226,162269.114,43.58154865,79.32232794,16.91787024,7.076297961
512315.591,165145.5833,39.13485841,77.96657547,34.20605018,8.611271302
527216.8507,194833.2109,23.11585833,76.92744197,15.72814975,15.06012981
532808.8076,173894.3476,26.78740602,42.86185813,21.97128895,8.277202708
555145.2277,171702.0967,59.64777197,125.6587556,19.86225514,7.012179364
552489.3893,188945.091,43.34289828,111.612764,13.99479902,19.18612993
554963.4999,183364.6547,57.78153097,78.25809267,27.32902533,11.46946233
551015.7431,170483.222,35.0011223,36.97179678,24.99372125,17.95075936
557874.8723,172903.7264,30.38045188,114.6113838,23.46386753,16.12697846
527929.9998,173377.2691,19.800225,103.4205771,18.23573613,15.2256815
502848.4098,160684.9098,51.61572294,77.57036579,25.38029128,17.03372806
505013.7219,165329.9268,44.92758738,104.9692169,20.43332087,10.92310225
523416.5685,179188.8627,35.10945734,62.64194293,24.88617055,7.380870227
515461.2255,190182.2219,30.48808529,50.99350652,30.61682847,14.0715495
510196.4355,173857.1728,53.52243513,78.93421819,7.338491746,10.59162525
557192.2265,172250.876,37.87262643,36.18144598,28.01276631,14.40526956
511725.1753,184273.2269,38.00163741,47.24672085,36.24081115,15.6092784
557562.7563,162076.4239,32.79075165,88.59686289,32.32506399,8.777491704
545650.3304,172133.7646,35.11048609,80.99957418,26.63792428,9.634632724
538456.7403,164366.1306,46.60147401,40.45845305,29.34061111,11.64407044
540561.1376,184324.0805,23.00271724,64.77509268,16.90237656,17.0796739
519888.4594,160056.3807,40.968847,41.54827603,23.44198903,8.858003409
538785.6223,175152.0269,51.46702071,62.78578167,21.10011311,19.33642188
511201.5271,181828.1926,38.98289533,60.05304191,19.19705169,5.421236078
556262.326,192515.3949,52.65071513,99.80574154,27.92979213,18.47554475
518107.6004,187604.8074,56.08718975,71.08008105,20.81503281,12.95940139
515311.1907,197428.8404,50.84298814,68.9186046,10.87411167,14.13771328
542669.7679,185594.5283,33.55293077,65.18913924,24.63078187,14.30247266
539386.9231,170713.5336,39.5747397,31.98442504,21.83357929,2.737998281
527077.9351,165427.5747,44.14924223,72.5339605,26.15879141,10.86713786
537946.7741,157546.2082,34.36300316,87.07072747,19.54171102,11.41247034
509569.5843,167491.4428,33.96272706,80.78986996,11.66311003,16.8482365
540399.6984,161158.191,33.24023981,92.31532219,16.15381636,11.67057876
516236.6417,171615.115,70.52272721,93.53228403,16.50804381,17.70160374
516370.1586,186616.0163,36.74691137,129.9521708,15.8341716,19.28604749
509730.7961,186141.5311,52.82410731,46.78159159,18.62401502,14.34921521
519942.6281,169317.4893,29.56717262,80.86804777,26.36345354,12.77591396
519875.0636,177884.8567,60.42130045,83.66962941,13.71257428,7.915200162
527250.7407,164754.7206,35.45719042,67.00506641,27.29820625,14.58499183
511425.1703,177633.9523,40.63572289,59.18760809,14.38159188,10.78850303
511580.4522,177953.6844,18.00732674,87.46929145,19.71326603,17.64372074
532504.3143,168558.3578,53.39921176,85.06988423,21.78618954,6.219698525
507732.6443,166676.0508,55.99863794,48.67306495,20.20190178,9.386792285
541333.8205,199080.8509,25.75274083,30.06007141,25.73124108,15.8038527
556636.8276,179170.558,54.09765066,62.70998442,21.34956895,18.97446946
525607.7373,180293.4484,23.95254869,58.16417024,21.05862714,14.9894446
554066.3188,155350.7341,47.58480615,90.06822333,7.741675509,17.21472732
505898.9955,163182.8352,36.5443627,51.90048525,24.40452091,12.84571689
502577.4576,171047.9883,56.03504652,70.55960766,33.27194256,18.94999323
543282.1327,198469.1334,42.99029761,32.32724122,19.04841731,13.13132884
545661.2944,162885.878,51.17761886,36.21278358,25.96292291,14.23268344
550583.4945,168648.037,54.85308003,55.76284778,17.05710186,13.02958745
503409.0607,199557.0647,36.50762179,68.73671549,27.91240155,11.15669541
546614.4233,176649.8889,39.65316082,54.50458716,25.11370128,13.929231
522592.324,169328.3499,26.66581899,78.56837538,19.80048708,13.23468194
518200.258,183546.1514,36.39970811,32.46839733,19.40523339,14.04634015
510381.4353,177333.6028,63.12487548,69.62424068,25.87207165,3.262995576
559760.9453,198085.2091,49.06938976,69.91348619,22.245511,8.755377562
503819.8154,158743.7772,27.46480552,38.80381293,14.61176733,10.14970194
549620.4809,190574.6564,59.57731164,80.70969859,12.83166868,6.257922863
538369.6661,167558.887,44.66803814,20.77434859,25.52946674,8.488547882
544104.8267,191300.1199,49.96509377,57.86988787,17.42146865,15.04885304
542703.0272,193147.4153,45.88634578,94.68722042,22.2116614,13.48203888
551506.0691,193215.0286,45.03710117,19.37354839,25.52856377,16.12448361
511027.5242,194001.3064,16.02743389,91.77531883,14.78520946,15.8500469
500049.477,187315.7378,53.28351257,45.85140646,15.91471513,16.16698938
535911.7093,161408.1866,12.9479746,60.23881967,31.73580955,12.37690535
521231.5184,157335.6167,52.19185865,110.1639976,19.52627014,17.60144788
507427.2399,170334.436,41.19479911,59.32668011,28.11400582,9.928019041
511168.3252,177278.1436,50.02557132,115.3441823,37.04361091,17.39611025
519904.9587,168617.9405,41.9008105,67.36833158,23.43514918,15.74517432
504214.0023,188399.312,52.52502316,72.88464549,16.82780568,14.80646918
503414.7921,187509.9565,40.19377663,96.05649339,22.76217566,12.11945517
554961.5753,198736.6026,43.37112016,88.60168517,20.8673001,9.474853171
518726.165,173025.7891,44.85712117,78.85232814,22.40282096,12.186462
558933.8418,190357.7447,62.54370735,63.41689715,26.30254058,6.10261406
557862.0205,188353.9987,47.20330092,36.22834447,26.98966392,16.33284538
508554.2769,199493.7283,24.19776589,37.44540498,9.971421377,10.2592903
542895.4582,189812.6863,33.23224273,107.8290786,29.13970991,10.50544369
536048.2933,167760.8539,47.17604814,117.4859571,23.64183297,4.865889264
541438.8244,155687.258,55.11695132,78.23944705,18.55864787,7.96254017
505771.46,198567.477,31.33388684,30.65771736,26.40490119,22.64567484
511313.6047,187223.107,66.8785314,55.69310307,15.69720845,9.581825317
504598.3197,191567.2983,42.10724566,54.45265558,15.97678925,16.23162617
536248.0523,190695.9869,45.04680883,61.1055245,28.35386147,6.966540018
559195.4646,188109.249,24.95111807,52.88252476,22.40214904,6.702917748
540319.0723,188816.3511,53.38571898,88.01487258,31.40613641,11.96149619
542645.6921,196825.6183,34.65058991,81.18483761,17.88315321,12.29408633
559075.1025,196135.0077,31.04940602,114.5015685,23.74802855,9.626774945
540680.6933,172065.2036,36.19368497,65.27116473,24.3244532,12.01303146
502410.8944,156393.2686,56.59333014,80.00455752,24.43532585,8.932262754
552020.3361,156740.6717,45.58891268,93.528206,25.72451976,16.88766842
521880.6974,175098.7264,29.33097716,100.5417897,24.75767849,20.07711531
500261.8173,192574.0788,33.63545234,44.12737228,22.11506761,16.2146282
530434.0507,193142.5052,56.9147989,85.12109856,10.35035362,6.567947461
556220.9001,173197.5312,37.16342782,78.66645837,27.18503072,13.81534332
515439.8412,168572.5231,46.72495071,82.5699094,7.75715111,9.70299971
529490.7904,177797.065,49.66178843,76.4909143,14.59776357,9.700763531
510426.6133,192464.4443,5,117.8217937,17.77187524,14.86497639
503461.5603,183642.3254,55.17269138,52.72903604,27.41915162,12.45596062
504832.6968,161291.2616,29.77178215,51.24991301,20.66666624,12.48129296
543620.6544,171300.5275,35.6729422,54.47567724,33.24971348,12.20842435
551844.4682,179994.1662,58.47183174,67.74503513,13.67922315,8.421990173
508597.9304,179221.8094,57.36309636,82.33292534,15.40209394,7.949724608
517299.1141,192378.5309,45.91335884,63.59644326,8.497335483,10.88369756
511701.7681,196947.7294,48.74126738,100.157802,15.11935373,11.23349923
501611.3466,159520.8392,51.73554067,74.91245313,18.20422825,13.66473402
533205.8822,165098.3416,57.16129533,72.5905978,30.78961886,15.5546067
541995.3302,172647.061,58.68902329,41.74394981,28.2746872,11.29794976
538872.6489,168337.9137,41.29242678,120.5272501,23.43070352,12.70887376
523283.2128,173373.0723,31.1519793,73.81371076,20.1325402,15.67991669
533300.6148,156832.4553,36.93816743,115.9276235,26.58834104,10.99851851
505645.9584,157970.5972,41.52640079,59.4433905,29.63654639,13.72890568
509258.2231,192726.2665,39.36319154,95.76558077,18.11953804,12.86924795
555907.6772,159616.1803,27.85333689,60.93442686,18.71664175,10.72325533
545690.4649,192083.38,45.24153009,120.476052,19.41121006,6.91998354
555364.3457,168793.0401,21.18654793,103.0192908,11.593022,8.217125899
555000.8171,168915.0516,41.02464971,96.23845002,29.2656025,16.15956323
538963.557,159533.6163,41.79400207,56.88211028,18.49953057,5.537052548
555694.3189,155596.8522,41.38288882,122.6665031,20.26392555,19.10335204
525002.2462,170987.9874,50.21457759,125.9494133,30.73589227,9.29349551
500216.9747,192591.0608,48.62327272,65.50892999,18.76239966,4.924282964
503754.267,196397.9959,66.67214007,79.04157218,29.59642517,9.834378198
506569.2395,157771.35,33.78745859,98.17028809,11.51091842,2.984853965
505721.2072,156390.8629,43.35199797,25.69552182,25.36866597,5.174438224
521102.1435,162146.0279,42.58284127,103.6467542,19.32719681,12.39753325
542076.2484,189483.0414,42.01823638,100.5918493,12.52361382,5.737508136
547438.9284,164219.7245,24.82174919,60.92139926,15.18694611,5.940283964
535412.7965,165386.4668,25.79828909,20.19213598,22.84240596,12.2163555
508786.1705,195002.4214,40.07759764,83.32956072,16.24023472,12.29210222
544874.0961,194372.7067,21.08927298,46.65844524,24.2980329,13.99030618
521288.1151,185163.0149,35.98953574,35.29489477,17.52799229,12.92091284
500779.6009,162380.6201,32.22952479,84.26771904,12.28338062,11.76980007
516835.3172,172151.7135,36.42427072,107.9489094,27.81884962,14.27856519
519836.0332,165627.9833,53.58792347,69.52670616,23.76637533,15.62764428
516454.7321,185233.0512,27.05997264,104.6284832,11.18194268,12.24950531
548712.2092,190096.8974,50.43758981,91.60336646,25.91827224,14.02483779
545595.5839,161396.0175,33.14454771,40.67025109,22.73316367,2
541733.1218,195408.0125,34.63896726,61.1469379,19.41050411,10.2385154
508340.3047,175827.1658,45.58654787,101.9817054,19.64841985,17.74570662
548470.0346,190775.2635,36.710218,60.94342907,30.04252863,9.745973048
540630.5577,157323.6924,29.29038678,95.47766686,23.91469159,14.00459716
511690.2612,171226.1534,35.55667235,64.74626827,30.3349605,12.92460134
538885.6358,155665.1426,18.68039594,93.03138158,24.85467337,9.473428267
529010.6985,187331.8129,44.57421424,85.72761194,23.40904472,13.80039401
526361.0037,158575.2937,5,68.79269623,17.45625408,10.1634738
506727.3898,170222.8606,50.656235,92.32637518,22.9467545,10.02638147
531098.2566,190178.6906,47.38314341,21.00316092,28.12600432,9.982328293
505995.9085,188703.4915,59.21721753,47.85823347,22.48731173,8.515582672
509855.2032,183813.0329,66.18492536,63.40929484,33.61833941,7.978463812
507952.7789,186230.9287,51.22925152,104.3175589,28.11703615,10.03667717
557246.4967,184305.4096,32.4711396,38.84564958,14.8105451,12.25532326
517091.8814,183857.4182,66.07146862,74.13277494,19.09057844,10.47277288
